seq,stamp,frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter,hdop,gngga_read,fix_quality
425,1707497541.0,GPS1_Frame,42.338238958333335,-71.08650715333333,23.246,328114.96644780046,4689439.99504408,19,T,0.8,"$GNGGA,165221.00,4220.2943375,N,07105.1904292,W,5,18,0.8,23.246,M,-28.725,M,1.0,0061*57",0
426,1707497542.0,GPS1_Frame,42.338238956666665,-71.08650721666666,23.248,328114.96122568613,4689439.994987035,19,T,0.8,"$GNGGA,165222.00,4220.2943374,N,07105.1904330,W,5,18,0.8,23.248,M,-28.725,M,1.0,0061*52",0
427,1707497543.0,GPS1_Frame,42.33823895,-71.086507225,23.253,328114.96052099846,4689439.994263599,19,T,0.8,"$GNGGA,165223.00,4220.2943370,N,07105.1904335,W,5,18,0.8,23.253,M,-28.725,M,1.0,0061*58",0
428,1707497544.0,GPS1_Frame,42.33823893,-71.08650722333333,23.254,328114.9606038084,4689439.992039383,19,T,0.8,"$GNGGA,165224.00,4220.2943358,N,07105.1904334,W,5,18,0.8,23.254,M,-28.725,M,2.0,0061*50",0
429,1707497545.0,GPS1_Frame,42.3382389,-71.08650718833333,23.255,328114.9634054629,4689439.98863736,19,T,0.8,"$GNGGA,165225.00,4220.2943340,N,07105.1904313,W,5,18,0.8,23.255,M,-28.725,M,1.0,0061*5F",0
430,1707497546.0,GPS1_Frame,42.338238868333335,-71.08650714833334,23.252,328114.96661448886,4689439.985040158,19,T,0.8,"$GNGGA,165226.00,4220.2943321,N,07105.1904289,W,5,18,0.8,23.252,M,-28.725,M,2.0,0061*5D",0
431,1707497547.0,GPS1_Frame,42.33823885333333,-71.086507165,23.249,328114.96520057437,4689439.983408213,19,T,0.8,"$GNGGA,165227.00,4220.2943312,N,07105.1904299,W,5,18,0.8,23.249,M,-28.725,M,1.0,0061*54",0
432,1707497548.0,GPS1_Frame,42.33823884833333,-71.08650717666667,23.242,328114.9642258195,4689439.982876585,19,T,0.8,"$GNGGA,165228.00,4220.2943309,N,07105.1904306,W,5,18,0.8,23.242,M,-28.725,M,2.0,0061*5E",0
433,1707497549.0,GPS1_Frame,42.338238885,-71.08650724,23.238,328114.95910815045,4689439.987076166,19,T,0.8,"$GNGGA,165229.00,4220.2943331,N,07105.1904344,W,5,18,0.8,23.238,M,-28.725,M,1.0,0061*5C",0
434,1707497550.0,GPS1_Frame,42.338238948333334,-71.08650729666667,23.235,328114.9546123591,4689439.994223402,19,T,0.8,"$GNGGA,165230.00,4220.2943369,N,07105.1904378,W,5,18,0.8,23.235,M,-28.725,M,2.0,0061*58",0
