seq,stamp,frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter,hdop,gpgga_read
117,1706651479.0,GPS1_Frame,42.34055,-71.09098666666667,35.4,327752.24234613765,4689705.683676365,19,T,1.4,"$GPGGA,215119.000,4220.4330,N,07105.4592,W,1,08,1.4,35.4,M,-33.8,M,,0000*52"
118,1706651480.0,GPS1_Frame,42.340556666666664,-71.09099833333333,34.9,327751.2994536853,4689706.447594155,19,T,1.4,"$GPGGA,215120.000,4220.4334,N,07105.4599,W,1,08,1.4,34.9,M,-33.8,M,,0000*5B"
119,1706651481.0,GPS1_Frame,42.340561666666666,-71.09100833333333,34.8,327750.4893098036,4689707.023064902,19,T,1.3,"$GPGGA,215121.000,4220.4337,N,07105.4605,W,1,09,1.3,34.8,M,-33.8,M,,0000*58"
120,1706651482.0,GPS1_Frame,42.34057,-71.091015,34.5,327749.9628675968,4689707.9619243685,19,T,1.3,"$GPGGA,215122.000,4220.4342,N,07105.4609,W,1,09,1.3,34.5,M,-33.8,M,,0000*58"
121,1706651483.0,GPS1_Frame,42.340575,-71.09102,34.3,327749.56462261814,4689708.527265937,19,T,1.3,"$GPGGA,215123.000,4220.4345,N,07105.4612,W,1,09,1.3,34.3,M,-33.8,M,,0000*52"
122,1706651484.0,GPS1_Frame,42.34058,-71.09102333333334,34.1,327749.30367723573,4689709.0892310785,19,T,1.3,"$GPGGA,215124.000,4220.4348,N,07105.4614,W,1,09,1.3,34.1,M,-33.8,M,,0000*5C"
123,1706651485.0,GPS1_Frame,42.340588333333336,-71.09102666666666,33.8,327749.0518343805,4689710.021337729,19,T,1.3,"$GPGGA,215125.000,4220.4353,N,07105.4616,W,1,09,1.3,33.8,M,-33.8,M,,0000*5B"
124,1706651486.0,GPS1_Frame,42.340595,-71.09103166666667,33.5,327748.65814085637,4689710.771750106,19,T,1.3,"$GPGGA,215126.000,4220.4357,N,07105.4619,W,1,09,1.3,33.5,M,-33.8,M,,0000*5E"
125,1706651487.0,GPS1_Frame,42.3406,-71.091035,33.3,327748.3971956403,4689711.333715288,19,T,1.3,"$GPGGA,215127.000,4220.4360,N,07105.4621,W,1,09,1.3,33.3,M,-33.8,M,,0000*56"
126,1706651488.0,GPS1_Frame,42.340606666666666,-71.09104,33.2,327748.0035022689,4689712.0841277065,19,T,1.3,"$GPGGA,215128.000,4220.4364,N,07105.4624,W,1,09,1.3,33.2,M,-33.8,M,,0000*59"
127,1706651489.0,GPS1_Frame,42.340615,-71.091045,33.2,327747.61436026945,4689713.019610902,19,T,1.3,"$GPGGA,215129.000,4220.4369,N,07105.4627,W,1,09,1.3,33.2,M,-33.8,M,,0000*56"
128,1706651490.0,GPS1_Frame,42.34062333333333,-71.09105166666667,33.2,327747.08791894704,4689713.958470617,19,T,1.4,"$GPGGA,215130.000,4220.4374,N,07105.4631,W,1,08,1.4,33.2,M,-33.8,M,,0000*53"
129,1706651491.0,GPS1_Frame,42.34063333333334,-71.091055,33.0,327746.84062791395,4689715.075648122,19,T,1.4,"$GPGGA,215131.000,4220.4380,N,07105.4633,W,1,08,1.4,33.0,M,-33.8,M,,0000*59"
130,1706651492.0,GPS1_Frame,42.340646666666665,-71.09106166666666,32.7,327746.3278408324,4689716.569720159,19,T,1.4,"$GPGGA,215132.000,4220.4388,N,07105.4637,W,1,08,1.4,32.7,M,-33.8,M,,0000*50"
131,1706651493.0,GPS1_Frame,42.340655,-71.09106833333334,32.6,327745.80139998096,4689717.508579988,19,T,1.4,"$GPGGA,215133.000,4220.4393,N,07105.4641,W,1,08,1.4,32.6,M,-33.8,M,,0000*5B"
132,1706651494.0,GPS1_Frame,42.340665,-71.09107,32.2,327745.69140866277,4689718.622381026,19,T,1.6,"$GPGGA,215134.000,4220.4399,N,07105.4642,W,1,08,1.6,32.2,M,-33.8,M,,0000*53"
133,1706651495.0,GPS1_Frame,42.340675,-71.091075,32.0,327745.3068187473,4689719.74293513,19,T,1.3,"$GPGGA,215135.000,4220.4405,N,07105.4645,W,1,09,1.3,32.0,M,-33.8,M,,0000*51"
134,1706651496.0,GPS1_Frame,42.34068666666667,-71.09108,31.8,327744.9267803351,4689721.048560015,19,T,1.4,"$GPGGA,215136.000,4220.4412,N,07105.4648,W,1,08,1.4,31.8,M,-33.8,M,,0000*54"
135,1706651497.0,GPS1_Frame,42.340698333333336,-71.09108333333333,31.8,327744.6840413546,4689722.350808377,19,T,1.4,"$GPGGA,215137.000,4220.4419,N,07105.4650,W,1,08,1.4,31.8,M,-33.8,M,,0000*57"
136,1706651498.0,GPS1_Frame,42.34071,-71.091085,31.6,327744.5786017256,4689723.649680201,19,T,1.3,"$GPGGA,215138.000,4220.4426,N,07105.4651,W,1,09,1.3,31.6,M,-33.8,M,,0000*5D"
137,1706651499.0,GPS1_Frame,42.34072,-71.091085,31.4,327744.6059099969,4689724.760104724,19,T,1.3,"$GPGGA,215139.000,4220.4432,N,07105.4651,W,1,09,1.3,31.4,M,-33.8,M,,0000*5B"
138,1706651500.0,GPS1_Frame,42.34073,-71.09108666666667,31.1,327744.4959190723,4689725.873905799,19,T,1.3,"$GPGGA,215140.000,4220.4438,N,07105.4652,W,1,09,1.3,31.1,M,-33.8,M,,0000*59"
139,1706651501.0,GPS1_Frame,42.340738333333334,-71.09108833333333,30.8,327744.3813768086,4689726.802636128,19,T,1.3,"$GPGGA,215141.000,4220.4443,N,07105.4653,W,1,09,1.3,30.8,M,-33.8,M,,0000*5D"
140,1706651502.0,GPS1_Frame,42.34073333333333,-71.09108666666667,30.8,327744.50502183964,4689726.244047309,19,T,1.3,"$GPGGA,215142.000,4220.4440,N,07105.4652,W,1,09,1.3,30.8,M,-33.8,M,,0000*5C"
141,1706651503.0,GPS1_Frame,42.340736666666665,-71.09108666666667,30.8,327744.51412460755,4689726.614188817,19,T,1.3,"$GPGGA,215143.000,4220.4442,N,07105.4652,W,1,09,1.3,30.8,M,-33.8,M,,0000*5F"
142,1706651504.0,GPS1_Frame,42.34074,-71.09108833333333,30.8,327744.38592819654,4689726.987706881,19,T,1.3,"$GPGGA,215144.000,4220.4444,N,07105.4653,W,1,09,1.3,30.8,M,-33.8,M,,0000*5F"
143,1706651505.0,GPS1_Frame,42.340743333333336,-71.09108833333333,30.8,327744.3950309729,4689727.357848391,19,T,1.3,"$GPGGA,215145.000,4220.4446,N,07105.4653,W,1,09,1.3,30.8,M,-33.8,M,,0000*5C"
144,1706651506.0,GPS1_Frame,42.34075,-71.09109166666667,30.8,327744.1386382079,4689728.104884529,19,T,1.3,"$GPGGA,215146.000,4220.4450,N,07105.4655,W,1,09,1.3,30.8,M,-33.8,M,,0000*5E"
145,1706651507.0,GPS1_Frame,42.34075833333333,-71.09109333333333,30.6,327744.024096051,4689729.033614867,19,T,1.3,"$GPGGA,215147.000,4220.4455,N,07105.4656,W,1,09,1.3,30.6,M,-33.8,M,,0000*57"
146,1706651508.0,GPS1_Frame,42.34076666666667,-71.09109666666667,30.6,327743.77225481055,4689729.965721779,19,T,1.3,"$GPGGA,215148.000,4220.4460,N,07105.4658,W,1,09,1.3,30.6,M,-33.8,M,,0000*50"
147,1706651509.0,GPS1_Frame,42.34077333333333,-71.09109833333333,30.5,327743.6531613389,4689730.709381371,19,T,1.3,"$GPGGA,215149.000,4220.4464,N,07105.4659,W,1,09,1.3,30.5,M,-33.8,M,,0000*57"
148,1706651510.0,GPS1_Frame,42.340786666666666,-71.09110166666666,30.5,327743.41497448774,4689732.19670057,19,T,1.3,"$GPGGA,215150.000,4220.4472,N,07105.4661,W,1,09,1.3,30.5,M,-33.8,M,,0000*53"
149,1706651511.0,GPS1_Frame,42.34079833333333,-71.09110333333334,30.4,327743.30953538493,4689733.495572443,19,T,1.3,"$GPGGA,215151.000,4220.4479,N,07105.4662,W,1,09,1.3,30.4,M,-33.8,M,,0000*5B"
150,1706651512.0,GPS1_Frame,42.340806666666666,-71.091105,30.4,327743.1949934837,4689734.424302808,19,T,1.3,"$GPGGA,215152.000,4220.4484,N,07105.4663,W,1,09,1.3,30.4,M,-33.8,M,,0000*5B"
151,1706651513.0,GPS1_Frame,42.34081166666667,-71.091105,30.5,327743.2086477749,4689734.9795150785,19,T,1.3,"$GPGGA,215153.000,4220.4487,N,07105.4663,W,1,09,1.3,30.5,M,-33.8,M,,0000*58"
152,1706651514.0,GPS1_Frame,42.34081833333333,-71.09110666666666,30.7,327743.08955448755,4689735.723174691,19,T,1.3,"$GPGGA,215154.000,4220.4491,N,07105.4664,W,1,09,1.3,30.7,M,-33.8,M,,0000*5D"
153,1706651515.0,GPS1_Frame,42.34082333333333,-71.09110833333334,30.7,327742.9659097927,4689736.281763551,19,T,1.6,"$GPGGA,215155.000,4220.4494,N,07105.4665,W,1,08,1.6,30.7,M,-33.8,M,,0000*5C"
154,1706651516.0,GPS1_Frame,42.34082166666666,-71.09110666666666,30.7,327743.09865735756,4689736.093316206,19,T,1.3,"$GPGGA,215156.000,4220.4493,N,07105.4664,W,1,09,1.3,30.7,M,-33.8,M,,0000*5D"
