$VNYMR,-012.767,+000.401,+178.675,+00.0724,-00.1542,-00.3973,+00.080,-00.225,+09.587,+00.001564,+00.000261,-00.000594*6A
$VNYMR,-012.767,+000.401,+178.674,+00.0724,-00.1572,-00.4027,+00.078,-00.206,+09.569,-00.001039,+00.000931,-00.000293*64
$VNYMR,-012.769,+000.400,+178.673,+00.0743,-00.1542,-00.4016,+00.052,-00.222,+09.589,-00.000715,+00.000525,+00.000132*63
$VNYMR,-012.770,+000.401,+178.673,+00.0734,-00.1522,-00.4005,+00.045,-00.227,+09.561,-00.001833,-00.000474,-00.000806*6A
$VNYMR,-012.772,+000.399,+178.674,+00.0716,-00.1492,-00.4018,+00.060,-00.212,+09.554,+00.002005,-00.000444,+00.000006*6D
$VNYMR,-012.774,+000.399,+178.675,+00.0734,-00.1522,-00.4027,+00.077,-00.228,+09.541,-00.001095,-00.000690,-00.000593*6F
$VNYMR,-012.774,+000.398,+178.674,+00.0733,-00.1542,-00.4005,+00.058,-00.204,+09.534,-00.000610,+00.000033,-00.000007*64
$VNYMR,-012.774,+000.398,+178.674,+00.0724,-00.1542,-00.4028,+00.086,-00.234,+09.512,+00.000704,-00.000145,-00.000554*6E
$VNYMR,-012.776,+000.399,+178.674,+00.0714,-00.1571,-00.3995,+00.109,-00.218,+09.541,+00.001041,-00.001004,+00.000664*6C
$VNYMR,-012.775,+000.400,+178.675,+00.0723,-00.1591,-00.3994,+00.066,-00.224,+09.541,-00.000907,-00.000544,-00.000377*68
$VNYMR,-012.775,+000.400,+178.676,+00.0723,-00.1601,-00.4005,+00.079,-00.228,+09.554,+00.000380,-00.000678,+00.000386*66
$VNYMR,-012.775,+000.401,+178.676,+00.0742,-00.1552,-00.3994,+00.058,-00.223,+09.578,-00.000382,+00.000381,+00.000780*66
$VNYMR,-012.776,+000.401,+178.674,+00.0742,-00.1542,-00.3983,+00.071,-00.221,+09.544,-00.000782,+00.000097,+00.000300*6A
$VNYMR,-012.776,+000.402,+178.674,+00.0724,-00.1562,-00.3973,+00.078,-00.231,+09.557,-00.000678,-00.000396,-00.000269*66
$VNYMR,-012.776,+000.402,+178.673,+00.0733,-00.1532,-00.4005,+00.059,-00.219,+09.571,+00.000370,-00.000213,+00.000461*6F
$VNYMR,-012.776,+000.401,+178.673,+00.0733,-00.1542,-00.3972,+00.073,-00.217,+09.537,-00.000263,+00.000966,-00.000447*69
$VNYMR,-012.774,+000.400,+178.672,+00.0724,-00.1512,-00.3984,+00.079,-00.224,+09.560,+00.001192,-00.000447,-00.001060*6B
$VNYMR,-012.774,+000.400,+178.672,+00.0743,-00.1523,-00.4049,+00.072,-00.250,+09.554,-00.001071,-00.000340,-00.000905*69
$VNYMR,-012.773,+000.401,+178.671,+00.0753,-00.1473,-00.3994,+00.054,-00.250,+09.565,-00.002118,+00.000739,+00.000657*6E
$VNYMR,-012.775,+000.401,+178.671,+00.0724,-00.1562,-00.4006,+00.066,-00.216,+09.557,+00.000895,-00.000821,-00.001274*64
$VNYMR,-012.776,+000.401,+178.673,+00.0743,-00.1542,-00.4005,+00.078,-00.235,+09.594,+00.003159,+00.000155,+00.000370*60
$VNYMR,-012.774,+000.402,+178.674,+00.0724,-00.1562,-00.3951,+00.066,-00.226,+09.537,-00.001434,-00.000377,-00.000121*60
$VNYMR,-012.774,+000.402,+178.671,+00.0733,-00.1532,-00.3983,+00.076,-00.235,+09.538,-00.001337,+00.000008,-00.000778*66
$VNYMR,-012.775,+000.403,+178.671,+00.0724,-00.1552,-00.4039,+00.033,-00.222,+09.564,+00.001105,-00.000292,+00.000147*69
$VNYMR,-012.776,+000.402,+178.670,+00.0724,-00.1552,-00.4006,+00.069,-00.226,+09.551,+00.000453,-00.000553,-00.001293*6B
$VNYMR,-012.774,+000.403,+178.670,+00.0724,-00.1572,-00.3994,+00.066,-00.214,+09.544,-00.001083,-00.000648,-00.000862*67
$VNYMR,-012.776,+000.404,+178.670,+00.0725,-00.1502,-00.4028,+00.067,-00.215,+09.534,-00.001574,-00.001002,+00.000188*65
$VNYMR,-012.777,+000.406,+178.670,+00.0734,-00.1512,-00.4027,+00.078,-00.207,+09.526,+00.001801,-00.000724,+00.000351*6B
$VNYMR,-012.777,+000.408,+178.671,+00.0742,-00.1542,-00.3983,+00.106,-00.202,+09.521,-00.000797,-00.000640,+00.000177*68
$VNYMR,-012.777,+000.408,+178.670,+00.0715,-00.1532,-00.3985,+00.035,-00.216,+09.583,-00.005885,+00.001307,-00.000277*6B
$VNYMR,-012.778,+000.406,+178.667,+00.0724,-00.1542,-00.3984,+00.059,-00.257,+09.552,+00.002002,-00.001972,-00.001867*69
$VNYMR,-012.778,+000.407,+178.667,+00.0715,-00.1552,-00.3995,+00.050,-00.215,+09.568,+00.001332,-00.000474,+00.000631*6E
$VNYMR,-012.779,+000.406,+178.667,+00.0752,-00.1553,-00.3982,+00.049,-00.209,+09.564,+00.001687,-00.000850,-00.000205*67
$VNYMR,-012.776,+000.408,+178.671,+00.0724,-00.1552,-00.3995,+00.084,-00.180,+09.532,+00.002287,-00.000470,-00.001325*6C
$VNYMR,-012.777,+000.407,+178.671,+00.0734,-00.1522,-00.4027,+00.088,-00.198,+09.547,-00.001610,+00.000606,+00.000451*6D
$VNYMR,-012.777,+000.406,+178.670,+00.0732,-00.1592,-00.3994,+00.060,-00.248,+09.552,+00.000260,+00.000059,-00.000212*65
$VNYMR,-012.777,+000.406,+178.669,+00.0716,-00.1482,-00.4007,+00.081,-00.215,+09.562,+00.000823,-00.000553,-00.000664*6A
$VNYMR,-012.777,+000.407,+178.671,+00.0752,-00.1513,-00.3971,+00.088,-00.215,+09.570,+00.000537,+00.000330,-00.001073*62
$VNYMR,-012.775,+000.409,+178.673,+00.0742,-00.1572,-00.4015,+00.076,-00.209,+09.573,+00.001073,-00.001195,+00.000211*66
$VNYMR,-012.776,+000.408,+178.673,+00.0743,-00.1523,-00.3972,+00.063,-00.203,+09.564,+00.000503,+00.000700,-00.000003*6F
$VNYMR,-012.774,+000.407,+178.671,+00.0744,-00.1443,-00.3984,+00.056,-00.231,+09.551,-00.001853,+00.000392,+00.000369*61
$VNYMR,-012.774,+000.405,+178.669,+00.0724,-00.1562,-00.3984,+00.067,-00.249,+09.566,+00.000669,-00.000312,+00.000352*61
$VNYMR,-012.776,+000.406,+178.671,+00.0715,-00.1492,-00.3974,+00.060,-00.195,+09.596,-00.008083,+00.000558,+00.000843*69
$VNYMR,-012.777,+000.409,+178.679,+00.0753,-00.1483,-00.4005,+00.101,-00.163,+09.603,-00.004246,+00.000927,+00.000708*66
$VNYMR,-012.775,+000.406,+178.673,+00.0743,-00.1523,-00.3983,+00.070,-00.224,+09.595,-00.002007,-00.000219,-00.000189*68
$VNYMR,-012.774,+000.407,+178.668,+00.0751,-00.1562,-00.3982,+00.052,-00.254,+09.531,-00.005682,+00.000287,+00.000205*60
$VNYMR,-012.773,+000.407,+178.668,+00.0716,-00.1482,-00.3963,+00.034,-00.278,+09.534,+00.000151,+00.000649,-00.000384*6D
$VNYMR,-012.773,+000.407,+178.670,+00.0733,-00.1532,-00.3983,+00.058,-00.213,+09.567,+00.003231,-00.001780,-00.000033*6C
$VNYMR,-012.771,+000.409,+178.674,+00.0752,-00.1553,-00.4004,+00.100,-00.183,+09.580,+00.000087,+00.000661,+00.000005*6C
$VNYMR,-012.771,+000.409,+178.673,+00.0743,-00.1542,-00.4027,+00.049,-00.198,+09.543,-00.005742,+00.001714,+00.001383*60
$VNYMR,-012.771,+000.408,+178.667,+00.0743,-00.1523,-00.3983,+00.045,-00.238,+09.540,-00.001859,+00.001184,-00.000100*65
$VNYMR,-012.770,+000.408,+178.667,+00.0743,-00.1533,-00.3994,+00.038,-00.235,+09.554,+00.005401,-00.002412,+00.000084*66
$VNYMR,-012.769,+000.408,+178.671,+00.0734,-00.1512,-00.4006,+00.091,-00.221,+09.566,+00.000719,-00.001018,-00.001755*66
$VNYMR,-012.768,+000.409,+178.673,+00.0733,-00.1532,-00.4027,+00.079,-00.201,+09.599,-00.000399,-00.000526,+00.000209*6E
$VNYMR,-012.768,+000.411,+178.673,+00.0743,-00.1523,-00.3972,+00.097,-00.202,+09.558,-00.000576,-00.000877,-00.000883*60
$VNYMR,-012.768,+000.412,+178.671,+00.0761,-00.1533,-00.4004,+00.069,-00.246,+09.541,-00.002748,+00.001476,+00.000643*65
$VNYMR,-012.767,+000.409,+178.667,+00.0751,-00.1572,-00.3960,+00.037,-00.256,+09.531,-00.001321,+00.000713,+00.000694*63
$VNYMR,-012.765,+000.410,+178.669,+00.0733,-00.1542,-00.3983,+00.077,-00.223,+09.528,+00.001163,-00.001345,-00.001186*62
