seq,stamp,frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter,hdop,gngga_read,fix_quality
99,1707843778.0,GPS1_Frame,42.33840354666667,-71.08625270833333,22.819,328136.3767295837,4689457.757001669,19,T,1.0,"$GNGGA,170258.00,4220.3042128,N,07105.1751625,W,5,13,1.0,22.819,M,-28.725,M,1.0,0061*5B",5
100,1707843779.0,GPS1_Frame,42.33841065666667,-71.08624495166667,22.882,328137.03511380724,4689458.5308350315,19,T,1.1,"$GNGGA,170259.00,4220.3046394,N,07105.1746971,W,5,12,1.1,22.882,M,-28.725,M,2.0,0061*52",5
101,1707843780.0,GPS1_Frame,42.33841752666667,-71.08623691666666,22.902,328137.7157738406,4689459.27745571,19,T,1.0,"$GNGGA,170300.00,4220.3050516,N,07105.1742150,W,5,14,1.0,22.902,M,-28.725,M,1.0,0061*56",5
102,1707843781.0,GPS1_Frame,42.33842453166667,-71.08622778666667,22.842,328138.4870103691,4689460.036853954,19,T,1.0,"$GNGGA,170301.00,4220.3054719,N,07105.1736672,W,5,14,1.0,22.842,M,-28.725,M,2.0,0061*5C",5
103,1707843782.0,GPS1_Frame,42.338431781666664,-71.086219475,22.662,328139.191497852,4689460.825111673,19,T,1.0,"$GNGGA,170302.00,4220.3059069,N,07105.1731685,W,5,13,1.0,22.662,M,-28.725,M,1.0,0061*55",5
104,1707843783.0,GPS1_Frame,42.338438896666666,-71.08621170333333,22.574,328139.8511308471,4689461.5994701795,19,T,1.6,"$GNGGA,170303.00,4220.3063338,N,07105.1727022,W,5,12,1.6,22.574,M,-28.725,M,1.0,0061*55",5
105,1707843784.0,GPS1_Frame,42.33844610166667,-71.08620450666666,22.48,328140.4636389628,4689462.384984742,19,T,1.1,"$GNGGA,170304.00,4220.3067661,N,07105.1722704,W,5,13,1.1,22.480,M,-28.725,M,2.0,0061*56",5
106,1707843785.0,GPS1_Frame,42.33845367166667,-71.08619605666667,22.305,328141.180394018,4689463.208496614,19,T,1.1,"$GNGGA,170305.00,4220.3072203,N,07105.1717634,W,5,13,1.1,22.305,M,-28.725,M,1.0,0061*5E",5
107,1707843786.0,GPS1_Frame,42.33846094333333,-71.08618758166666,22.112,328141.89839572285,4689463.998830385,19,T,1.0,"$GNGGA,170306.00,4220.3076566,N,07105.1712549,W,5,12,1.0,22.112,M,-28.725,M,2.0,0061*56",5
108,1707843787.0,GPS1_Frame,42.338468545,-71.08617903666666,21.991,328142.6230630574,4689464.82566673,19,T,1.0,"$GNGGA,170307.00,4220.3081127,N,07105.1707422,W,5,12,1.0,21.991,M,-28.725,M,1.0,0061*55",5
