Tau,Adev
466.0,3.572879045402696e-05
467.0,3.569350117003343e-05
468.0,3.5658572487042116e-05
469.0,3.562178159677647e-05
470.0,3.558337502694873e-05
471.0,3.5543629703112206e-05
472.0,3.55015079943659e-05
473.0,3.545841965947578e-05
474.0,3.541576305215136e-05
475.0,3.537405285601306e-05
476.0,3.533307872053474e-05
477.0,3.5291672586426635e-05
478.0,3.52508607593306e-05
479.0,3.5212182503845025e-05
480.0,3.5174278870124623e-05
481.0,3.513692766093639e-05
482.0,3.509919630889633e-05
483.0,3.506182071803332e-05
484.0,3.502525721904395e-05
485.0,3.4990017410689497e-05
486.0,3.4954751526273875e-05
487.0,3.4918987000935755e-05
488.0,3.488490127709591e-05
489.0,3.4851256482682676e-05
490.0,3.481636227247674e-05
491.0,3.4782427057384864e-05
492.0,3.474685437969249e-05
493.0,3.471314860385019e-05
494.0,3.467958531720541e-05
495.0,3.464688332807576e-05
496.0,3.461313114371318e-05
497.0,3.457935247721252e-05
498.0,3.454488179909754e-05
499.0,3.450911143378949e-05
500.0,3.447224955845551e-05
501.0,3.443459757094416e-05
502.0,3.439666732301421e-05
503.0,3.436023110832928e-05
504.0,3.432563624952135e-05
505.0,3.429094731719087e-05
506.0,3.425628497383498e-05
507.0,3.422310122031927e-05
508.0,3.419009967072505e-05
509.0,3.415676826724891e-05
510.0,3.412299386823082e-05
511.0,3.40879889585237e-05
512.0,3.405312142617579e-05
513.0,3.4018166239961804e-05
514.0,3.398265991108063e-05
515.0,3.394651440845835e-05
516.0,3.391008596659474e-05
517.0,3.3873882588673125e-05
518.0,3.383762086017523e-05
519.0,3.379995376248344e-05
520.0,3.376309855881501e-05
521.0,3.3725513478290086e-05
522.0,3.368840646960484e-05
523.0,3.365115608064528e-05
524.0,3.361484942622902e-05
525.0,3.3578398794444966e-05
526.0,3.354012160226786e-05
527.0,3.350226693746889e-05
528.0,3.3463962462684395e-05
529.0,3.342535009269919e-05
530.0,3.338558695493428e-05
531.0,3.334580433004036e-05
532.0,3.330517019523315e-05
533.0,3.3264849137927214e-05
534.0,3.322336158975856e-05
535.0,3.3181962737958696e-05
536.0,3.313990576318518e-05
537.0,3.309772823696512e-05
538.0,3.3055505163705335e-05
539.0,3.301239525110309e-05
540.0,3.2969364491174875e-05
541.0,3.2926233474537964e-05
542.0,3.288355046925255e-05
543.0,3.2841382287341065e-05
544.0,3.2799341089267184e-05
545.0,3.27579875733998e-05
546.0,3.271682259287767e-05
547.0,3.267564186887442e-05
548.0,3.263689703936867e-05
549.0,3.259960358156409e-05
550.0,3.25618672444515e-05
551.0,3.252386380921195e-05
552.0,3.2485180387249786e-05
553.0,3.2447017731775225e-05
554.0,3.2409961263057245e-05
555.0,3.2372980077974555e-05
556.0,3.233587063955556e-05
557.0,3.2298789589375845e-05
558.0,3.226128514666549e-05
559.0,3.222412958165844e-05
560.0,3.218718619841688e-05
561.0,3.2150639566667864e-05
562.0,3.211409953387236e-05
563.0,3.207683031531286e-05
564.0,3.204063560362984e-05
565.0,3.200375014245973e-05
566.0,3.19675018920404e-05
567.0,3.193154267636183e-05
568.0,3.189575934428078e-05
569.0,3.186064529171231e-05
570.0,3.182599651858325e-05
571.0,3.179096649906037e-05
572.0,3.175638711655769e-05
573.0,3.172233508241291e-05
574.0,3.168851680773709e-05
575.0,3.165497981964251e-05
576.0,3.162136725049209e-05
577.0,3.158712106878077e-05
578.0,3.155276604060436e-05
579.0,3.15180540818224e-05
580.0,3.1482849829011295e-05
581.0,3.1448287852276e-05
582.0,3.1413791942486204e-05
583.0,3.1379207526982956e-05
584.0,3.134544031062202e-05
585.0,3.1312677712578616e-05
586.0,3.1280109303914165e-05
587.0,3.1248647914726925e-05
588.0,3.12175882328442e-05
589.0,3.118663110753114e-05
590.0,3.115679419374698e-05
591.0,3.1127612640694904e-05
592.0,3.1097133755699276e-05
593.0,3.106754057569772e-05
594.0,3.103806664556957e-05
595.0,3.100774876463889e-05
596.0,3.097864851932331e-05
597.0,3.0950878480024605e-05
598.0,3.092238197525506e-05
599.0,3.0894776104346045e-05
600.0,3.086597575979226e-05
601.0,3.083681162174095e-05
602.0,3.080689326478677e-05
603.0,3.0777146674440606e-05
604.0,3.074691477063251e-05
605.0,3.071706928783139e-05
606.0,3.068808755616053e-05
607.0,3.065973191434737e-05
608.0,3.06322599364753e-05
609.0,3.0605253399715486e-05
610.0,3.057854380654407e-05
611.0,3.0552582807033795e-05
612.0,3.052730041118387e-05
613.0,3.0501354020016425e-05
614.0,3.047656659514401e-05
615.0,3.0451029827712498e-05
616.0,3.042525060236028e-05
617.0,3.040058676217085e-05
618.0,3.0374074577598485e-05
619.0,3.0346682335552257e-05
620.0,3.0320206121236864e-05
621.0,3.029503515449659e-05
622.0,3.027033958118781e-05
623.0,3.0245482010354288e-05
624.0,3.0219942960285637e-05
625.0,3.019398792372488e-05
626.0,3.0168565882687476e-05
627.0,3.014325705368519e-05
628.0,3.0118249555578515e-05
629.0,3.0094263662833703e-05
630.0,3.0070004506315902e-05
631.0,3.004412019130772e-05
632.0,3.0018267766470024e-05
633.0,2.9992425205295338e-05
634.0,2.996668338125474e-05
635.0,2.9940664346016216e-05
636.0,2.9914977896560225e-05
637.0,2.98890465570076e-05
638.0,2.9863396299998597e-05
639.0,2.9836876071810383e-05
640.0,2.9812034303498222e-05
641.0,2.9787196117219616e-05
642.0,2.976290217093024e-05
643.0,2.9738728884920687e-05
644.0,2.971591971280286e-05
645.0,2.9692926299437337e-05
646.0,2.9670392439282763e-05
647.0,2.9648248695179472e-05
648.0,2.9625707478575346e-05
649.0,2.960337454851502e-05
650.0,2.958029484636638e-05
651.0,2.955799035372228e-05
652.0,2.9536444959405245e-05
653.0,2.951406250928456e-05
654.0,2.9491612301957525e-05
655.0,2.9469723510208357e-05
656.0,2.9448934541812073e-05
657.0,2.9427689509052747e-05
658.0,2.9406673986390786e-05
659.0,2.9385586249280702e-05
660.0,2.9363969938400085e-05
661.0,2.9342209272990492e-05
662.0,2.9320782820144157e-05
663.0,2.9299343567418454e-05
664.0,2.9277552487489095e-05
665.0,2.925609144894596e-05
666.0,2.923499229740602e-05
667.0,2.921394516115086e-05
668.0,2.919423439734586e-05
669.0,2.9174357989276907e-05
670.0,2.9154192007466105e-05
671.0,2.9134639231261296e-05
672.0,2.9114560461853186e-05
673.0,2.9094107124641734e-05
674.0,2.9074110919312668e-05
675.0,2.905387447742372e-05
676.0,2.9034114961555998e-05
677.0,2.9014338857183284e-05
678.0,2.899473368282149e-05
679.0,2.8974709501057953e-05
680.0,2.8955263844045814e-05
681.0,2.8934683371474376e-05
682.0,2.8914695641235335e-05
683.0,2.8894575681870414e-05
684.0,2.8873827826930167e-05
685.0,2.8854045634926094e-05
686.0,2.8833571958118532e-05
687.0,2.881275546221784e-05
688.0,2.8791520732403015e-05
689.0,2.8769950542603116e-05
690.0,2.8748502908012858e-05
691.0,2.8726530854508696e-05
692.0,2.87046727362365e-05
693.0,2.8683197824632794e-05
694.0,2.866173517794699e-05
695.0,2.8639967822229315e-05
696.0,2.8617989086825796e-05
697.0,2.8597014887459156e-05
698.0,2.8576221319868975e-05
699.0,2.8554918354339343e-05
700.0,2.8533797122871436e-05
701.0,2.8512563742701488e-05
702.0,2.849153985011598e-05
703.0,2.8471880598859066e-05
704.0,2.845295439120708e-05
705.0,2.8434038527736685e-05
706.0,2.8415766294850245e-05
707.0,2.8397758541636922e-05
708.0,2.8379992464227934e-05
709.0,2.836215931130828e-05
710.0,2.8344711208998302e-05
711.0,2.8327210419294668e-05
712.0,2.8309903146601694e-05
713.0,2.8291834457017855e-05
714.0,2.8273336173721007e-05
715.0,2.8255631419469935e-05
716.0,2.8238000685296525e-05
717.0,2.8220432269346234e-05
718.0,2.820361471708218e-05
719.0,2.8186111280828415e-05
720.0,2.8167868182383935e-05
721.0,2.814909034435828e-05
722.0,2.8129889510127198e-05
723.0,2.811003697426876e-05
724.0,2.8090875443337885e-05
725.0,2.8071489357359237e-05
726.0,2.805181075185005e-05
727.0,2.803121789553885e-05
728.0,2.801100375670681e-05
729.0,2.7991224085708543e-05
730.0,2.7972071694659736e-05
731.0,2.7953255689847694e-05
732.0,2.793486457397759e-05
733.0,2.791623214954948e-05
734.0,2.7897636420585503e-05
735.0,2.7879058284721713e-05
736.0,2.7861037015589005e-05
737.0,2.7842673352143715e-05
738.0,2.782358458199515e-05
739.0,2.780501884263196e-05
740.0,2.778563502013554e-05
741.0,2.776612367620274e-05
742.0,2.7746874937492677e-05
743.0,2.772764956503231e-05
744.0,2.7707850793115196e-05
745.0,2.768766592125379e-05
746.0,2.7667258986523817e-05
747.0,2.7646824202022003e-05
748.0,2.7626928551732997e-05
749.0,2.7605992351212604e-05
750.0,2.7584592023531495e-05
751.0,2.7563352942274433e-05
752.0,2.754120565509335e-05
753.0,2.7518502419102015e-05
754.0,2.7496505746396536e-05
755.0,2.747485854130008e-05
756.0,2.7454107626880273e-05
757.0,2.743389392284977e-05
758.0,2.7413950332657796e-05
759.0,2.7393959609771745e-05
760.0,2.7374830271912517e-05
761.0,2.7356278188066574e-05
762.0,2.7338540460097342e-05
763.0,2.732055303350936e-05
764.0,2.730210407466578e-05
765.0,2.7283381832996454e-05
766.0,2.7264960495182486e-05
767.0,2.72462049553874e-05
768.0,2.7228200736124047e-05
769.0,2.7210620068708776e-05
770.0,2.719387411597956e-05
771.0,2.7176761061737372e-05
772.0,2.716036094101875e-05
773.0,2.714377715990422e-05
774.0,2.7127388387871167e-05
775.0,2.711133762810945e-05
776.0,2.7095157662457638e-05
777.0,2.707862258990318e-05
778.0,2.7062454659357905e-05
779.0,2.704616083182465e-05
780.0,2.7030171741842624e-05
781.0,2.701470467540611e-05
782.0,2.700003486179613e-05
783.0,2.6986032443694465e-05
784.0,2.697256336805223e-05
785.0,2.6959384274434715e-05
786.0,2.694540025013789e-05
787.0,2.6931171361287478e-05
788.0,2.691686262029541e-05
789.0,2.6902280294495084e-05
790.0,2.688781488589128e-05
791.0,2.6872731300309215e-05
792.0,2.6856978437827394e-05
793.0,2.684065281218373e-05
794.0,2.6824661411550244e-05
795.0,2.6809098690813805e-05
796.0,2.679311598890615e-05
797.0,2.6778145241432735e-05
798.0,2.676307701478442e-05
799.0,2.674777691256723e-05
800.0,2.6733188589165754e-05
801.0,2.671872694385435e-05
802.0,2.670442414132088e-05
803.0,2.669097630123847e-05
804.0,2.6677584141193958e-05
805.0,2.6664021248036768e-05
806.0,2.6649969554764855e-05
807.0,2.6636708672139838e-05
808.0,2.66238759755525e-05
809.0,2.661108075538019e-05
810.0,2.659814563781762e-05
811.0,2.658559450803231e-05
812.0,2.657324369219783e-05
813.0,2.6560603353862416e-05
814.0,2.6547870714616505e-05
815.0,2.6534385692456465e-05
816.0,2.6520718360958318e-05
817.0,2.6506997459296193e-05
818.0,2.6492796099156398e-05
819.0,2.647829016893773e-05
820.0,2.6464010607686614e-05
821.0,2.644961487536592e-05
822.0,2.6435586099128547e-05
823.0,2.642118890072778e-05
824.0,2.640640061842668e-05
825.0,2.6390861477208498e-05
826.0,2.637483530324409e-05
827.0,2.6358733016578026e-05
828.0,2.6343304746021785e-05
829.0,2.6328427981345194e-05
830.0,2.6313473543473047e-05
831.0,2.629792098092861e-05
832.0,2.6282894234420714e-05
833.0,2.6268253034960674e-05
834.0,2.6253266371438877e-05
835.0,2.6237737218696496e-05
836.0,2.622190874477753e-05
837.0,2.6205082334550087e-05
838.0,2.6188362750713023e-05
839.0,2.6171762607445445e-05
840.0,2.6155054286289253e-05
841.0,2.6138120648636233e-05
842.0,2.612153569296316e-05
843.0,2.610585113329877e-05
844.0,2.6089808152834302e-05
845.0,2.6073615526640057e-05
846.0,2.6057987223720996e-05
847.0,2.604267505949204e-05
848.0,2.602777787896893e-05
849.0,2.601354653433942e-05
850.0,2.5998784795636993e-05
851.0,2.5984278460173096e-05
852.0,2.5969685223654014e-05
853.0,2.5955220169477574e-05
854.0,2.59404819348432e-05
855.0,2.5924673641690476e-05
856.0,2.590917746002511e-05
857.0,2.589426088225359e-05
858.0,2.5878847333595658e-05
859.0,2.5862862431592837e-05
860.0,2.5847428909071472e-05
861.0,2.5831983446491964e-05
862.0,2.5816677941977358e-05
863.0,2.580121451215537e-05
864.0,2.5785603054027743e-05
865.0,2.577045749060653e-05
866.0,2.5755071761160548e-05
867.0,2.5739509341485044e-05
868.0,2.5724305347490707e-05
869.0,2.570912911170009e-05
870.0,2.5694678430390044e-05
871.0,2.5680913875119556e-05
872.0,2.566711795011921e-05
873.0,2.5653221014125112e-05
874.0,2.563921050050225e-05
875.0,2.56249544295461e-05
876.0,2.5611238371562268e-05
877.0,2.5597822798619296e-05
878.0,2.5584547998868425e-05
879.0,2.5571304256018684e-05
880.0,2.5557826365005134e-05
881.0,2.5544094593977973e-05
882.0,2.553062174612345e-05
883.0,2.551690271682366e-05
884.0,2.5503848144135832e-05
885.0,2.549132892995677e-05
886.0,2.5478084103764083e-05
887.0,2.5464737107233434e-05
888.0,2.54516931440291e-05
889.0,2.5439161425318677e-05
890.0,2.5426530378668237e-05
891.0,2.54146255430161e-05
892.0,2.5402658669120275e-05
893.0,2.539076851941955e-05
894.0,2.537939148631855e-05
895.0,2.5368414444268968e-05
896.0,2.535707767799644e-05
897.0,2.5346324924376715e-05
898.0,2.533604933445199e-05
899.0,2.5325668351396314e-05
900.0,2.531539877514775e-05
901.0,2.5305113258970168e-05
902.0,2.5295245694766657e-05
903.0,2.5284922900902355e-05
904.0,2.5274734378545557e-05
905.0,2.5264504704568263e-05
906.0,2.5254295863605522e-05
907.0,2.524449704345441e-05
908.0,2.5234815668545374e-05
909.0,2.5224823348979325e-05
910.0,2.5214493007186686e-05
911.0,2.520433087225715e-05
912.0,2.5193545244896773e-05
